"muniYear","tot_del","hom"
"13025_2006",55,2
"13025_2007",43,3
"13025_2008",44,0
"13025_2009",22,1
"13025_2010",49,1
"13026_1994",40,1
"13026_1995",40,1
"13026_1996",40,1
"13026_1997",40,1
"13026_1998",40,1
"13026_1999",40.5,0.5
"13026_2000",33,0
"13026_2001",33,0
"13026_2002",33,0
"13026_2003",33,0
"13026_2004",33,0
"13026_2005",32,0
"13026_2006",35,0
"13026_2007",27,0
"13026_2008",30,0
"13026_2009",31,0
"13026_2010",34,2
"13027_1994",33,1.33333333333333
"13027_1995",51,4.5
"13027_1996",61,7.33333333333333
"13027_1997",68,7
"13027_1998",47,8
"13027_1999",14,4
"13027_2000",25,5.33333333333333
"13027_2001",25,5.33333333333333
"13027_2002",47.5,3.5
"13027_2003",78.6666666666667,2.33333333333333
"13027_2004",78.6666666666667,2.33333333333333
"13027_2005",81,3
"13027_2006",74,1
"13027_2007",56,2
"13027_2008",57,1
"13027_2009",48,1
"13027_2010",89,3
"13028_1994",488,15.5
"13028_1995",549,28
"13028_1996",616,34
"13028_1997",559,33
"13028_1998",843,31
"13028_1999",662,31
"13028_2000",722.333333333333,31
"13028_2001",722.333333333333,31
"13028_2002",763,22
"13028_2003",882.666666666667,11.3333333333333
"13028_2004",882.666666666667,11.3333333333333
"13028_2005",864,13
"13028_2006",920,8
"13028_2007",916,11
"13028_2008",905,4
"13028_2009",872,12
"13028_2010",880,10
"13029_1994",494,10.5
"13029_1995",580,11
"13029_1996",472,22
"13029_1997",352,24
"13029_1998",347,26
"13029_1999",377,13
"13029_2000",367,17.3333333333333
"13029_2001",367,17.3333333333333
"13029_2002",413.5,16
"13029_2003",442.666666666667,13.6666666666667
"13029_2004",442.666666666667,13.6666666666667
"13029_2005",450,19
"13029_2006",428,3
"13029_2007",574,8
"13029_2008",527,8
"13029_2009",389,9
"13029_2010",480,8
"13030_1994",1184,18.5
"13030_1995",1312,29
"13030_1996",1106,33
"13030_1997",953,46
"13030_1998",867,39
"13030_1999",707,30
"13030_2000",760.333333333333,33
"13030_2001",760.333333333333,33
"13030_2002",924.5,23
"13030_2003",1168,13.3333333333333
"13030_2004",1168,13.3333333333333
"13030_2005",1142,16
"13030_2006",1220,8
"13030_2007",1448,19
"13030_2008",1505,13
"13030_2009",1569,15
"13030_2010",1627,10
"13031_1994",116,17.5
"13031_1995",175,25
"13031_1996",194,18
"13031_1997",228,20
"13031_1998",214,26
"13031_1999",153,15
"13031_2000",173.333333333333,18.6666666666667
"13031_2001",173.333333333333,18.6666666666667
"13031_2002",122.5,9
"13031_2003",91.6666666666667,2.66666666666667
"13031_2004",91.6666666666667,2.66666666666667
"13031_2005",92,3
"13031_2006",91,2
"13031_2007",118,0
"13031_2008",91,2
"13031_2009",71,0
"13031_2010",80,1
"13032_1994",77,0.666666666666667
"13032_1995",77,0.666666666666667
"13032_1996",77,0.666666666666667
"13032_1997",77,0.666666666666667
"13032_1998",77,0.666666666666667
"13032_1999",58,0.5
"13032_2000",34,0
"13032_2001",34,0
"13032_2002",34,0
"13032_2003",34,0
"13032_2004",34,0
"13032_2005",36,0
"13032_2006",30,0
"13032_2007",24,0
"13032_2008",28,0
"13032_2009",42,2
"13032_2010",40,1
"13033_1994",40.6666666666667,1.33333333333333
"13033_1995",40.6666666666667,1.33333333333333
"13033_1996",40.6666666666667,1.33333333333333
"13033_1997",40.6666666666667,1.33333333333333
"13033_1998",40.6666666666667,1.33333333333333
"13033_1999",28,0.5
"13033_2000",13.6666666666667,0
"13033_2001",13.6666666666667,0
"13033_2002",13.6666666666667,0
"13033_2003",13.6666666666667,0
"13033_2004",13.6666666666667,0
"13033_2005",16,0
"13033_2006",9,0
"13033_2007",21,1
"13033_2008",20,2
"13033_2009",8,1
"13033_2010",11,0
"13034_1994",10,0.333333333333333
"13034_1995",10,0.333333333333333
"13034_1996",10,0.333333333333333
"13034_1997",10,0.333333333333333
"13034_1998",10,0.333333333333333
"13034_1999",33.5,2
"13034_2000",51.6666666666667,2.66666666666667
"13034_2001",51.6666666666667,2.66666666666667
"13034_2002",51.6666666666667,2.66666666666667
"13034_2003",51.6666666666667,2.66666666666667
"13034_2004",51.6666666666667,2.66666666666667
"13034_2005",56,4
"13034_2006",43,0
"13034_2007",38,1
"13034_2008",46,1
"13034_2009",33,0
"13034_2010",54,1
"13035_1994",47,0.666666666666667
"13035_1995",47,0.666666666666667
"13035_1996",47,0.666666666666667
"13035_1997",47,0.666666666666667
"13035_1998",47,0.666666666666667
"13035_1999",59.5,1.5
"13035_2000",74.3333333333333,2
"13035_2001",74.3333333333333,2
"13035_2002",74.3333333333333,2
"13035_2003",74.3333333333333,2
"13035_2004",74.3333333333333,2
"13035_2005",65,2
"13035_2006",93,2
"13035_2007",72,6
"13035_2008",115,15
"13035_2009",82,5
"13035_2010",73,4
"13036_1994",76,4.33333333333333
"13036_1995",76,4.33333333333333
"13036_1996",76,4.33333333333333
"13036_1997",76,4.33333333333333
"13036_1998",76,4.33333333333333
"13036_1999",57.5,2
"13036_2000",37.6666666666667,0
"13036_2001",37.6666666666667,0
"13036_2002",37.6666666666667,0
"13036_2003",37.6666666666667,0
"13036_2004",37.6666666666667,0
"13036_2005",42,0
"13036_2006",29,0
"13036_2007",81,2
"13036_2008",60,2
"13036_2009",53,1
"13036_2010",54,0
"13037_1994",173,3.5
"13037_1995",172,7
"13037_1996",111,8
"13037_1997",101,6
"13037_1998",133,5
"13037_1999",86,2
"13037_2000",101.666666666667,3
"13037_2001",101.666666666667,3
"13037_2002",124.5,4
"13037_2003",149.333333333333,4.66666666666667
"13037_2004",149.333333333333,4.66666666666667
"13037_2005",163,6
"13037_2006",122,2
"13037_2007",201,3
"13037_2008",202,1
"13037_2009",197,8
"13037_2010",153,1
"13038_1994",167.666666666667,3.33333333333333
"13038_1995",167.666666666667,3.33333333333333
"13038_1996",167.666666666667,3.33333333333333
"13038_1997",167.666666666667,3.33333333333333
"13038_1998",167.666666666667,3.33333333333333
"13038_1999",86.5,0.5
"13038_2000",23,0.333333333333333
"13038_2001",23,0.333333333333333
"13038_2002",23,0.333333333333333
"13038_2003",23,0.333333333333333
"13038_2004",23,0.333333333333333
"13038_2005",20,0
"13038_2006",29,1
"13038_2007",47,1
"13038_2008",75,1
"13038_2009",101,5
"13038_2010",101,1
"13039_1994",101,2.33333333333333
"13039_1995",101,2.33333333333333
"13039_1996",101,2.33333333333333
"13039_1997",101,2.33333333333333
"13039_1998",101,2.33333333333333
"13039_1999",81,0.5
"13039_2000",63.3333333333333,0
"13039_2001",63.3333333333333,0
"13039_2002",63.3333333333333,0
"13039_2003",63.3333333333333,0
"13039_2004",63.3333333333333,0
"13039_2005",61,0
"13039_2006",68,0
"13039_2007",126,1
"13039_2008",79,4
"13039_2009",187,1
"13039_2010",200,1
"13040_1994",195.666666666667,1
"13040_1995",195.666666666667,1
"13040_1996",195.666666666667,1
"13040_1997",195.666666666667,1
"13040_1998",195.666666666667,1
"13040_1999",117.5,1
"13040_2000",34.6666666666667,1.66666666666667
"13040_2001",34.6666666666667,1.66666666666667
"13040_2002",34.6666666666667,1.66666666666667
"13040_2003",34.6666666666667,1.66666666666667
"13040_2004",34.6666666666667,1.66666666666667
"13040_2005",35,1
"13040_2006",34,3
"13040_2007",24,1
"13040_2008",21,1
"13040_2009",21,2
"13040_2010",35,2
"13041_1994",698,5
"13041_1995",762,8
"13041_1996",813,11
"13041_1997",530,20
"13041_1998",598,9
"13041_1999",513,10
"13041_2000",541.333333333333,9.66666666666667
"13041_2001",541.333333333333,9.66666666666667
"13041_2002",615.5,6
"13041_2003",718.333333333333,1.66666666666667
"13041_2004",718.333333333333,1.66666666666667
"13041_2005",718,2
"13041_2006",719,1
"13041_2007",736,0
"13041_2008",912,2
"13041_2009",887,4
"13041_2010",847,11
"13042_1994",102,7
"13042_1995",173,3
"13042_1996",201,12
"13042_1997",176,13
"13042_1998",249,16
"13042_1999",171,5
"13042_2000",197,8.66666666666667
"13042_2001",197,8.66666666666667
"13042_2002",141,3.5
"13042_2003",104,1.66666666666667
"13042_2004",104,1.66666666666667
"13042_2005",111,2
"13042_2006",90,1
"13042_2007",101,1
"13042_2008",141,1
"13042_2009",88,3
"13042_2010",124,2
"13043_1994",112,2.33333333333333
"13043_1995",112,2.33333333333333
"13043_1996",112,2.33333333333333
"13043_1997",112,2.33333333333333
"13043_1998",112,2.33333333333333
"13043_1999",70,1
"13043_2000",19,0.333333333333333
"13043_2001",19,0.333333333333333
"13043_2002",19,0.333333333333333
"13043_2003",19,0.333333333333333
"13043_2004",19,0.333333333333333
"13043_2005",16,0
"13043_2006",25,1
"13043_2007",25,0
"13043_2008",18,0
"13043_2009",4,1
"13043_2010",14,1
"13044_1994",10.6666666666667,1
"13044_1995",10.6666666666667,1
"13044_1996",10.6666666666667,1
"13044_1997",10.6666666666667,1
"13044_1998",10.6666666666667,1
"13044_1999",49,1.5
"13044_2000",81,1.33333333333333
"13044_2001",81,1.33333333333333
"13044_2002",81,1.33333333333333
"13044_2003",81,1.33333333333333
"13044_2004",81,1.33333333333333
"13044_2005",84,2
"13044_2006",75,0
"13044_2007",119,6
"13044_2008",96,3
"13044_2009",81,1
"13044_2010",109,5
"13045_1994",99.6666666666667,3.66666666666667
"13045_1995",99.6666666666667,3.66666666666667
"13045_1996",99.6666666666667,3.66666666666667
"13045_1997",99.6666666666667,3.66666666666667
"13045_1998",99.6666666666667,3.66666666666667
"13045_1999",78.5,2.5
"13045_2000",50,0.333333333333333
"13045_2001",50,0.333333333333333
"13045_2002",50,0.333333333333333
"13045_2003",50,0.333333333333333
"13045_2004",50,0.333333333333333
"13045_2005",48,0
"13045_2006",54,1
"13045_2007",27,0
"13045_2008",83,1
"13045_2009",106,0
"13045_2010",96,0
"13046_1994",99.3333333333333,0
"13046_1995",99.3333333333333,0
"13046_1996",99.3333333333333,0
"13046_1997",99.3333333333333,0
"13046_1998",99.3333333333333,0
"13046_1999",88.5,4.5
"13046_2000",77.3333333333333,6
"13046_2001",77.3333333333333,6
"13046_2002",77.3333333333333,6
"13046_2003",77.3333333333333,6
"13046_2004",77.3333333333333,6
"13046_2005",81,9
"13046_2006",70,0
"13046_2007",81,0
"13046_2008",88,1
"13046_2009",66,0
"13046_2010",89,2
"13047_1994",81.3333333333333,1.33333333333333
"13047_1995",81.3333333333333,1.33333333333333
"13047_1996",81.3333333333333,1.33333333333333
"13047_1997",81.3333333333333,1.33333333333333
"13047_1998",81.3333333333333,1.33333333333333
"13047_1999",52,3
"13047_2000",15.3333333333333,2.66666666666667
"13047_2001",15.3333333333333,2.66666666666667
"13047_2002",15.3333333333333,2.66666666666667
"13047_2003",15.3333333333333,2.66666666666667
"13047_2004",15.3333333333333,2.66666666666667
"13047_2005",15,4
"13047_2006",16,0
"13047_2007",24,0
"13047_2008",15,1
"13047_2009",8,0
"13047_2010",13,1
"13048_1994",6371,61
"13048_1995",7140,121
"13048_1996",6946,59
"13048_1997",6131,93
"13048_1998",7361,144
"13048_1999",6170,147
"13048_2000",6567,146
"13048_2001",6567,146
"13048_2002",7942,109.5
"13048_2003",9638.66666666667,74
"13048_2004",9638.66666666667,74
"13048_2005",9714,72
"13048_2006",9488,78
"13048_2007",9506,72
"13048_2008",11379,80
"13048_2009",10589,55
"13048_2010",10980,59
"13049_1994",10849.6666666667,57.6666666666667
"13049_1995",10849.6666666667,57.6666666666667
"13049_1996",10849.6666666667,57.6666666666667
"13049_1997",10849.6666666667,57.6666666666667
"13049_1998",10849.6666666667,57.6666666666667
"13049_1999",5514,31
"13049_2000",43,2.33333333333333
"13049_2001",43,2.33333333333333
"13049_2002",43,2.33333333333333
"13049_2003",43,2.33333333333333
"13049_2004",43,2.33333333333333
"13049_2005",48,3
"13049_2006",33,1
"13049_2007",28,1
"13049_2008",42,2
"13049_2009",4,0
"13049_2010",42,2
"13050_1994",29.3333333333333,1.33333333333333
"13050_1995",29.3333333333333,1.33333333333333
"13050_1996",29.3333333333333,1.33333333333333
"13050_1997",29.3333333333333,1.33333333333333
"13050_1998",29.3333333333333,1.33333333333333
"13050_1999",150,1
"13050_2000",272,0.333333333333333
"13050_2001",272,0.333333333333333
"13050_2002",272,0.333333333333333
"13050_2003",272,0.333333333333333
"13050_2004",272,0.333333333333333
"13050_2005",258,0
"13050_2006",300,1
"13050_2007",328,3
"13050_2008",366,0
"13050_2009",373,2
"13050_2010",336,4
"13051_1994",348.333333333333,3.33333333333333
"13051_1995",348.333333333333,3.33333333333333
"13051_1996",348.333333333333,3.33333333333333
"13051_1997",348.333333333333,3.33333333333333
"13051_1998",348.333333333333,3.33333333333333
"13051_1999",361.5,4
"13051_2000",521.666666666667,3.66666666666667
"13051_2001",521.666666666667,3.66666666666667
"13051_2002",521.666666666667,3.66666666666667
"13051_2003",521.666666666667,3.66666666666667
"13051_2004",521.666666666667,3.66666666666667
"13051_2005",387,4
"13051_2006",791,3
"13051_2007",1000,9
"13051_2008",1337,7
"13051_2009",1796,15
"13051_2010",2820,15
"13052_1994",2478.66666666667,15
"13052_1995",2478.66666666667,15
"13052_1996",2478.66666666667,15
"13052_1997",2478.66666666667,15
"13052_1998",2478.66666666667,15
"13052_1999",1488,8.5
"13052_2000",158,2
"13052_2001",158,2
"13052_2002",158,2
"13052_2003",158,2
"13052_2004",158,2
"13052_2005",156,2
"13052_2006",162,2
"13052_2007",164,1
"13052_2008",215,3
"13052_2009",138,1
"13052_2010",233,3
"13053_1994",201.333333333333,2.33333333333333
"13053_1995",201.333333333333,2.33333333333333
"13053_1996",201.333333333333,2.33333333333333
"13053_1997",201.333333333333,2.33333333333333
"13053_1998",201.333333333333,2.33333333333333
"13053_1999",161,1.5
"13053_2000",101,2.33333333333333
"13053_2001",101,2.33333333333333
"13053_2002",101,2.33333333333333
"13053_2003",101,2.33333333333333
"13053_2004",101,2.33333333333333
"13053_2005",89,0
"13053_2006",125,7
"13053_2007",96,4
"13053_2008",111,4
"13053_2009",74,5
"13053_2010",115,4
"13054_1994",101.333333333333,4.33333333333333
"13054_1995",101.333333333333,4.33333333333333
"13054_1996",101.333333333333,4.33333333333333
"13054_1997",101.333333333333,4.33333333333333
"13054_1998",101.333333333333,4.33333333333333
"13054_1999",170,3.5
"13054_2000",208,2.66666666666667
"13054_2001",208,2.66666666666667
"13054_2002",208,2.66666666666667
"13054_2003",208,2.66666666666667
"13054_2004",208,2.66666666666667
"13054_2005",225,3
"13054_2006",174,2
"13054_2007",213,1
"13054_2008",241,2
"13054_2009",168,2
"13054_2010",218,1
"13055_1994",201.333333333333,1.33333333333333
"13055_1995",201.333333333333,1.33333333333333
"13055_1996",201.333333333333,1.33333333333333
"13055_1997",201.333333333333,1.33333333333333
"13055_1998",201.333333333333,1.33333333333333
"13055_1999",147.5,1
"13055_2000",74,1
"13055_2001",74,1
"13055_2002",74,1
"13055_2003",74,1
"13055_2004",74,1
"13055_2005",77,1
"13055_2006",68,1
"13055_2007",88,4
"13055_2008",94,3
"13055_2009",76,3
"13055_2010",88,2
"13056_1994",84,2.33333333333333
"13056_1995",84,2.33333333333333
"13056_1996",84,2.33333333333333
"13056_1997",84,2.33333333333333
"13056_1998",84,2.33333333333333
"13056_1999",197.5,3
"13056_2000",287.666666666667,3.33333333333333
"13056_2001",287.666666666667,3.33333333333333
"13056_2002",287.666666666667,3.33333333333333
"13056_2003",287.666666666667,3.33333333333333
"13056_2004",287.666666666667,3.33333333333333
"13056_2005",307,4
"13056_2006",249,2
"13056_2007",248,4
"13056_2008",332,9
"13056_2009",300,4
"13056_2010",300,2
"13057_1994",300,2.66666666666667
"13057_1995",300,2.66666666666667
"13057_1996",300,2.66666666666667
"13057_1997",300,2.66666666666667
"13057_1998",300,2.66666666666667
"13057_1999",218.5,5.5
"13057_2000",132.666666666667,6.66666666666667
"13057_2001",132.666666666667,6.66666666666667
"13057_2002",132.666666666667,6.66666666666667
"13057_2003",132.666666666667,6.66666666666667
"13057_2004",132.666666666667,6.66666666666667
"13057_2005",137,9
"13057_2006",124,2
"13057_2007",139,8
"13057_2008",177,3
"13057_2009",180,2
"13057_2010",152,2
"13058_1994",161.333333333333,2
"13058_1995",161.333333333333,2
"13058_1996",161.333333333333,2
"13058_1997",161.333333333333,2
"13058_1998",161.333333333333,2
"13058_1999",128.5,2.5
"13058_2000",92.3333333333333,2.66666666666667
"13058_2001",92.3333333333333,2.66666666666667
"13058_2002",92.3333333333333,2.66666666666667
"13058_2003",92.3333333333333,2.66666666666667
"13058_2004",92.3333333333333,2.66666666666667
"13058_2005",105,3
"13058_2006",67,2
"13058_2007",66,1
"13058_2008",43,0
"13058_2009",79,1
"13058_2010",69,2
"13059_1994",72.3333333333333,1.66666666666667
"13059_1995",72.3333333333333,1.66666666666667
"13059_1996",72.3333333333333,1.66666666666667
"13059_1997",72.3333333333333,1.66666666666667
"13059_1998",72.3333333333333,1.66666666666667
"13059_1999",102.5,2.5
"13059_2000",135,2.66666666666667
"13059_2001",135,2.66666666666667
"13059_2002",135,2.66666666666667
"13059_2003",135,2.66666666666667
"13059_2004",135,2.66666666666667
"13059_2005",136,3
"13059_2006",133,2
"13059_2007",181,4
"13059_2008",160,4
"13059_2009",148,3
"13059_2010",156,6
"13060_1994",186,23.5
"13060_1995",244,41
"13060_1996",218,37
"13060_1997",255,25
"13060_1998",180,17
"13060_1999",167,17
"13060_2000",171.333333333333,17
"13060_2001",171.333333333333,17
"13060_2002",151,11
"13060_2003",143,4.66666666666667
"13060_2004",143,4.66666666666667
"13060_2005",135,5
"13060_2006",159,4
"13060_2007",152,2
"13060_2008",132,6
"13060_2009",111,4
"13060_2010",146,5
"13061_1994",556,12.5
"13061_1995",790,20
"13061_1996",829,17
"13061_1997",712,19
"13061_1998",491,14
"13061_1999",546,12
"13061_2000",527.666666666667,12.6666666666667
"13061_2001",527.666666666667,12.6666666666667
"13061_2002",599.5,9.5
"13061_2003",701,7
"13061_2004",701,7
"13061_2005",653,7
"13061_2006",797,7
"13061_2007",918,9
"13061_2008",867,9
"13061_2009",961,10
"13061_2010",1156,13
"13062_1994",1091,12
"13062_1995",1091,12
"13062_1996",1091,12
"13062_1997",1091,12
"13062_1998",1091,12
"13062_1999",605,8.5
"13062_2000",43,2.66666666666667
"13062_2001",43,2.66666666666667
"13062_2002",43,2.66666666666667
"13062_2003",43,2.66666666666667
"13062_2004",43,2.66666666666667
"13062_2005",54,4
"13062_2006",21,0
"13062_2007",12,0
"13062_2008",32,1
"13062_2009",39,0
"13062_2010",53,4
"13063_1994",454,13
"13063_1995",634,22
"13063_1996",689,23
"13063_1997",563,31
"13063_1998",704,32
"13063_1999",654,38
"13063_2000",670.666666666667,36
"13063_2001",670.666666666667,36
"13063_2002",897,23.5
"13063_2003",1124.66666666667,8.33333333333333
"13063_2004",1124.66666666667,8.33333333333333
"13063_2005",1140,9
"13063_2006",1094,7
"13063_2007",1201,7
"13063_2008",1300,17
"13063_2009",1202,14
"13063_2010",1385,14
"13064_1994",1324,14
"13064_1995",1324,14
"13064_1996",1324,14
"13064_1997",1324,14
"13064_1998",1324,14
"13064_1999",726.5,8
"13064_2000",69.6666666666667,1.66666666666667
"13064_2001",69.6666666666667,1.66666666666667
"13064_2002",69.6666666666667,1.66666666666667
"13064_2003",69.6666666666667,1.66666666666667
"13064_2004",69.6666666666667,1.66666666666667
"13064_2005",68,2
"13064_2006",73,1
"13064_2007",76,1
"13064_2008",99,3
"13064_2009",112,2
"13064_2010",87,0
"13065_1994",95.3333333333333,0.666666666666667
"13065_1995",95.3333333333333,0.666666666666667
"13065_1996",95.3333333333333,0.666666666666667
"13065_1997",95.3333333333333,0.666666666666667
"13065_1998",95.3333333333333,0.666666666666667
"13065_1999",77,0.5
"13065_2000",64.6666666666667,1
"13065_2001",64.6666666666667,1
"13065_2002",64.6666666666667,1
"13065_2003",64.6666666666667,1
"13065_2004",64.6666666666667,1
"13065_2005",67,1
"13065_2006",60,1
"13065_2007",55,0
"13065_2008",58,0
"13065_2009",69,1
"13065_2010",87,2
"13066_1994",81,1.66666666666667
"13066_1995",81,1.66666666666667
"13066_1996",81,1.66666666666667
"13066_1997",81,1.66666666666667
"13066_1998",81,1.66666666666667
"13066_1999",80.5,2.5
"13066_2000",68.6666666666667,2
"13066_2001",68.6666666666667,2
"13066_2002",68.6666666666667,2
"13066_2003",68.6666666666667,2
"13066_2004",68.6666666666667,2
"13066_2005",74,3
"13066_2006",58,0
"13066_2007",65,2
"13066_2008",83,0
"13066_2009",81,2
"13066_2010",70,3
"13067_1994",73.6666666666667,2.66666666666667
"13067_1995",73.6666666666667,2.66666666666667
"13067_1996",73.6666666666667,2.66666666666667
"13067_1997",73.6666666666667,2.66666666666667
"13067_1998",73.6666666666667,2.66666666666667
"13067_1999",157,5
"13067_2000",241.333333333333,7
"13067_2001",241.333333333333,7
"13067_2002",241.333333333333,7
"13067_2003",241.333333333333,7
"13067_2004",241.333333333333,7
"13067_2005",244,7
"13067_2006",236,7
"13067_2007",272,3
"13067_2008",274,6
"13067_2009",377,7
"13067_2010",371,5
"13068_1994",373,5.66666666666667
"13068_1995",373,5.66666666666667
"13068_1996",373,5.66666666666667
"13068_1997",373,5.66666666666667
